initial_rank	priority_band	legacy_id	identity_branch	key	title	family	target_relevance	impact	screen_effort	qualification_burden	local_screen_state	definition_status	primary_metric	default_next_action	minimum_probe	negative_control	reopen_condition
353	4	R128	proposal	R128.compile-screen-operations-directly-into-video-prediction-commands	Compile screen operations directly into video prediction commands	preview	specialty-or-prepared	3	E3	Q3	UNSCREENED	CONVERSATION_SCOPE_AVAILABLE	Time to the requested exact or explicitly approximate preview, total prerequisite work and retained state.	Identify the preview operation and current service. Separate sparse previews, exact scrubbing and ordinary playback; inspect prior frame/history reuse.	One short owned source and a few target requests under equal memory budgets, with an independent full-decode/reference result.	Move backward, request a non-RAP dependency, change source or cancel a pending request; stale previews must never become current.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
354	4	R129	proposal	R129.extend-gpu-reconstruction-from-still-pictures-to-predictive-video	Extend GPU reconstruction from still pictures to predictive video	gpu	specialty-or-prepared	3	E3	Q3	UNSCREENED	CONVERSATION_SCOPE_AVAILABLE	Complete decode/process/present cost, transfers, command work or peak live storage for identical requested output.	Identify the CPU/GPU representation boundary and actual useful work removed. Check existing renderer fusions, caches, kernel fast paths and hardware gates.	Small deterministic planes/blocks or an existing real frame with one adversarial edge. Use a bounded component test if GPU integration is not already available, labeling it as such.	Change stride, crop, phase, alpha, edge neighborhood or resource generation; exercise a case where the proposed shortcut is ineligible.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
355	4	R142	proposal	R142.burn-in-an-overlay-by-re-encoding-only-the-spatial-blocks-it-changes	Burn in an overlay by re-encoding only the spatial blocks it changes	gpu	specialty-or-prepared	3	E3	Q3	UNSCREENED	CONVERSATION_SCOPE_AVAILABLE	Complete decode/process/present cost, transfers, command work or peak live storage for identical requested output.	Identify the CPU/GPU representation boundary and actual useful work removed. Check existing renderer fusions, caches, kernel fast paths and hardware gates.	Small deterministic planes/blocks or an existing real frame with one adversarial edge. Use a bounded component test if GPU integration is not already available, labeling it as such.	Change stride, crop, phase, alpha, edge neighborhood or resource generation; exercise a case where the proposed shortcut is ineligible.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
356	4	R148	report-defined	R148.actual-mpeg-2-coefficient-data-reused-by-jpeg	Actual MPEG-2 coefficient data reused by JPEG	gpu	specialty-or-prepared	3	E3	Q3	UNSCREENED	SOURCE_BODY_AVAILABLE	Complete decode/process/present cost, transfers, command work or peak live storage for identical requested output.	Identify the CPU/GPU representation boundary and actual useful work removed. Check existing renderer fusions, caches, kernel fast paths and hardware gates.	Small deterministic planes/blocks or an existing real frame with one adversarial edge. Use a bounded component test if GPU integration is not already available, labeling it as such.	Change stride, crop, phase, alpha, edge neighborhood or resource generation; exercise a case where the proposed shortcut is ineligible.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
357	4	R153	report-defined	R153.shared-continuation-and-the-wrong-history-negative	Shared continuation and the wrong-history negative	lifecycle	specialty-or-prepared	3	E3	Q3	UNSCREENED	SOURCE_BODY_AVAILABLE	User-visible operation latency, duplicated work or peak/steady live resource ownership; not object counts alone.	Trace the precise owner, generation, reset/flush/commit or allocation being changed. Reproduce the present behavior before removing any guard.	One short action trace through existing code with the candidate disabled/enabled; include the specific seek, cancellation or replacement transition it can affect.	Cancel or replace a source at the changed boundary and delay a stale callback/consumer; reject late publication and premature reuse.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
358	4	R164	proposal	R164.reconstruct-fixed-predictor-lossless-audio-with-parallel-scans	Reconstruct fixed-predictor lossless audio with parallel scans	audio	specialty-or-prepared	3	E3	Q3	UNSCREENED	CONVERSATION_SCOPE_AVAILABLE	Complete specified audio operation, output sample count/phase and practical CPU/memory or repeated-query cost.	Write the exact requested signal operation, codec tool constraints, state and rounding contract. Check whether an optimized existing library already performs it.	A tiny independent numerical/bitstream oracle plus one boundary or adversarial case. Only use a matching Wasm slice when available and inexpensive.	Extrema, invalid precision, changed predictor/phase/history or a nonlinear stage must invalidate assumptions. No covert resampling/downmix/quality change.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
359	4	R165	proposal	R165.reverse-predictive-audio-by-transforming-its-residuals	Reverse predictive audio by transforming its residuals	audio	specialty-or-prepared	3	E3	Q3	UNSCREENED	CONVERSATION_SCOPE_AVAILABLE	Complete specified audio operation, output sample count/phase and practical CPU/memory or repeated-query cost.	Write the exact requested signal operation, codec tool constraints, state and rounding contract. Check whether an optimized existing library already performs it.	A tiny independent numerical/bitstream oracle plus one boundary or adversarial case. Only use a matching Wasm slice when available and inexpensive.	Extrema, invalid precision, changed predictor/phase/history or a nonlinear stage must invalidate assumptions. No covert resampling/downmix/quality change.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
360	4	R168	proposal	R168.compress-cold-reference-tiles-not-just-whole-cached-frames	Compress cold reference tiles, not just whole cached frames	gpu	specialty-or-prepared	3	E3	Q3	UNSCREENED	CONVERSATION_SCOPE_AVAILABLE	Complete decode/process/present cost, transfers, command work or peak live storage for identical requested output.	Identify the CPU/GPU representation boundary and actual useful work removed. Check existing renderer fusions, caches, kernel fast paths and hardware gates.	Small deterministic planes/blocks or an existing real frame with one adversarial edge. Use a bounded component test if GPU integration is not already available, labeling it as such.	Change stride, crop, phase, alpha, edge neighborhood or resource generation; exercise a case where the proposed shortcut is ineligible.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
361	4	R175	report-defined	R175.tighten-verified-h-264-decoder-requirements	tighten verified H.264 decoder requirements	mux	specialty-or-prepared	3	E3	Q3	UNSCREENED	SOURCE_BODY_AVAILABLE	Complete preparation/startup/refill work, bytes and ownership; output parser acceptance alone is not the metric.	Find where bytes/timestamps actually change, are copied, or are withheld. Compare against current persistent mux/parser behavior.	Construct one bounded positive output and one invalid-edge control using the same coded samples. Keep unrelated fragment/default policies fixed.	Wrong size/offset/configuration or a non-random-access cut must fail specifically; cancellation cannot publish another generation.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
362	4	R177	report-defined	R177.gpu-jpeg-entropy-decoding	GPU JPEG entropy decoding	mux	specialty-or-prepared	3	E3	Q3	UNSCREENED	SOURCE_BODY_AVAILABLE	Complete preparation/startup/refill work, bytes and ownership; output parser acceptance alone is not the metric.	Find where bytes/timestamps actually change, are copied, or are withheld. Compare against current persistent mux/parser behavior.	Construct one bounded positive output and one invalid-edge control using the same coded samples. Keep unrelated fragment/default policies fixed.	Wrong size/offset/configuration or a non-random-access cut must fail specifically; cancellation cannot publish another generation.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
363	4	R187	report-defined	R187.recover-encoder-decisions-from-the-source	recover encoder decisions from the source	gpu	specialty-or-prepared	3	E3	Q3	UNSCREENED	SOURCE_BODY_AVAILABLE	Complete decode/process/present cost, transfers, command work or peak live storage for identical requested output.	Identify the CPU/GPU representation boundary and actual useful work removed. Check existing renderer fusions, caches, kernel fast paths and hardware gates.	Small deterministic planes/blocks or an existing real frame with one adversarial edge. Use a bounded component test if GPU integration is not already available, labeling it as such.	Change stride, crop, phase, alpha, edge neighborhood or resource generation; exercise a case where the proposed shortcut is ineligible.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
364	4	R197	report-defined	R197.common-jpeg-quantization-basis-without-requantization-loss	common JPEG quantization basis without requantization loss	mux	specialty-or-prepared	3	E3	Q3	UNSCREENED	SOURCE_BODY_AVAILABLE	Complete preparation/startup/refill work, bytes and ownership; output parser acceptance alone is not the metric.	Find where bytes/timestamps actually change, are copied, or are withheld. Compare against current persistent mux/parser behavior.	Construct one bounded positive output and one invalid-edge control using the same coded samples. Keep unrelated fragment/default policies fixed.	Wrong size/offset/configuration or a non-random-access cut must fail specifically; cancellation cannot publish another generation.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
365	4	R199	report-defined	R199.certified-error-preview-reconstruction	certified-error preview reconstruction	gpu	specialty-or-prepared	3	E3	Q3	UNSCREENED	SOURCE_BODY_AVAILABLE	Complete decode/process/present cost, transfers, command work or peak live storage for identical requested output.	Identify the CPU/GPU representation boundary and actual useful work removed. Check existing renderer fusions, caches, kernel fast paths and hardware gates.	Small deterministic planes/blocks or an existing real frame with one adversarial edge. Use a bounded component test if GPU integration is not already available, labeling it as such.	Change stride, crop, phase, alpha, edge neighborhood or resource generation; exercise a case where the proposed shortcut is ineligible.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
366	4	R217	report-defined	R217.exact-waveform-summaries-from-first-order-flac	exact waveform summaries from first-order FLAC	audio	specialty-or-prepared	3	E3	Q3	UNSCREENED	SOURCE_BODY_AVAILABLE	Complete specified audio operation, output sample count/phase and practical CPU/memory or repeated-query cost.	Write the exact requested signal operation, codec tool constraints, state and rounding contract. Check whether an optimized existing library already performs it.	A tiny independent numerical/bitstream oracle plus one boundary or adversarial case. Only use a matching Wasm slice when available and inexpensive.	Extrema, invalid precision, changed predictor/phase/history or a nonlinear stage must invalidate assumptions. No covert resampling/downmix/quality change.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
367	4	R218	report-defined	R218.exact-restricted-png-scans	exact restricted PNG scans	gpu	specialty-or-prepared	3	E3	Q3	UNSCREENED	SOURCE_BODY_AVAILABLE	Complete decode/process/present cost, transfers, command work or peak live storage for identical requested output.	Identify the CPU/GPU representation boundary and actual useful work removed. Check existing renderer fusions, caches, kernel fast paths and hardware gates.	Small deterministic planes/blocks or an existing real frame with one adversarial edge. Use a bounded component test if GPU integration is not already available, labeling it as such.	Change stride, crop, phase, alpha, edge neighborhood or resource generation; exercise a case where the proposed shortcut is ineligible.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
368	4	R231	proposal	R231.parallelize-rice-parsing-through-composable-finite-state-transitions	Parallelize Rice parsing through composable finite-state transitions	audio	specialty-or-prepared	3	E3	Q3	UNSCREENED	CONVERSATION_SCOPE_AVAILABLE	Complete specified audio operation, output sample count/phase and practical CPU/memory or repeated-query cost.	Write the exact requested signal operation, codec tool constraints, state and rounding contract. Check whether an optimized existing library already performs it.	A tiny independent numerical/bitstream oracle plus one boundary or adversarial case. Only use a matching Wasm slice when available and inexpensive.	Extrema, invalid precision, changed predictor/phase/history or a nonlinear stage must invalidate assumptions. No covert resampling/downmix/quality change.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
369	4	R234	proposal	R234.replace-general-flac-predictors-with-equivalent-fixed-predictors	Replace general FLAC predictors with equivalent fixed predictors	audio	specialty-or-prepared	3	E3	Q3	UNSCREENED	CONVERSATION_SCOPE_AVAILABLE	Complete specified audio operation, output sample count/phase and practical CPU/memory or repeated-query cost.	Write the exact requested signal operation, codec tool constraints, state and rounding contract. Check whether an optimized existing library already performs it.	A tiny independent numerical/bitstream oracle plus one boundary or adversarial case. Only use a matching Wasm slice when available and inexpensive.	Extrema, invalid precision, changed predictor/phase/history or a nonlinear stage must invalidate assumptions. No covert resampling/downmix/quality change.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
370	4	R240	proposal	R240.add-useful-jpeg-restart-boundaries-without-another-image-generation-loss	Add useful JPEG restart boundaries without another image-generation loss	mux	specialty-or-prepared	3	E3	Q3	UNSCREENED	CONVERSATION_SCOPE_AVAILABLE	Complete preparation/startup/refill work, bytes and ownership; output parser acceptance alone is not the metric.	Find where bytes/timestamps actually change, are copied, or are withheld. Compare against current persistent mux/parser behavior.	Construct one bounded positive output and one invalid-edge control using the same coded samples. Keep unrelated fragment/default policies fixed.	Wrong size/offset/configuration or a non-random-access cut must fail specifically; cancellation cannot publish another generation.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
371	4	R266	report-defined	R266.snappy-dependency-graph	Snappy dependency graph	gpu	specialty-or-prepared	3	E3	Q3	UNSCREENED	SOURCE_BODY_AVAILABLE	Complete decode/process/present cost, transfers, command work or peak live storage for identical requested output.	Identify the CPU/GPU representation boundary and actual useful work removed. Check existing renderer fusions, caches, kernel fast paths and hardware gates.	Small deterministic planes/blocks or an existing real frame with one adversarial edge. Use a bounded component test if GPU integration is not already available, labeling it as such.	Change stride, crop, phase, alpha, edge neighborhood or resource generation; exercise a case where the proposed shortcut is ineligible.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
372	4	R291	proposal	R291.disable-in-loop-filtering-only-after-proving-it-is-a-no-op	Disable in-loop filtering only after proving it is a no-op	gpu	specialty-or-prepared	3	E3	Q3	UNSCREENED	SOURCE_BODY_AVAILABLE	Complete decode/process/present cost, transfers, command work or peak live storage for identical requested output.	Identify the CPU/GPU representation boundary and actual useful work removed. Check existing renderer fusions, caches, kernel fast paths and hardware gates.	Small deterministic planes/blocks or an existing real frame with one adversarial edge. Use a bounded component test if GPU integration is not already available, labeling it as such.	Change stride, crop, phase, alpha, edge neighborhood or resource generation; exercise a case where the proposed shortcut is ineligible.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
373	4	R292	proposal	R292.compile-a-decoder-kernel-for-a-repeatedly-used-huffman-codebook	Compile a decoder kernel for a repeatedly used Huffman codebook	gpu	specialty-or-prepared	3	E3	Q3	UNSCREENED	SOURCE_BODY_AVAILABLE	Complete decode/process/present cost, transfers, command work or peak live storage for identical requested output.	Identify the CPU/GPU representation boundary and actual useful work removed. Check existing renderer fusions, caches, kernel fast paths and hardware gates.	Small deterministic planes/blocks or an existing real frame with one adversarial edge. Use a bounded component test if GPU integration is not already available, labeling it as such.	Change stride, crop, phase, alpha, edge neighborhood or resource generation; exercise a case where the proposed shortcut is ineligible.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
374	4	R299	proposal	R299.change-flac-predictor-order-directly-in-the-residual-domain	Change FLAC predictor order directly in the residual domain	tooling	specialty-or-prepared	3	E3	Q3	UNSCREENED	SOURCE_BODY_AVAILABLE	Decision power, reproducibility or diagnostic cost without changing the measured player outcome.	Specify one concrete wrong-output or provenance failure the proposed tool must detect beyond the existing harness.	Inject that failure in a tiny known-good fixture, demonstrate detection and run an unchanged control; do not build a general research platform.	A different failure, stale source/hash or malformed record must not count as the intended finding.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
375	4	R300	proposal	R300.reuse-repeated-inverse-transform-results-across-different-video-blocks	Reuse repeated inverse-transform results across different video blocks	gpu	specialty-or-prepared	3	E3	Q3	UNSCREENED	SOURCE_BODY_AVAILABLE	Complete decode/process/present cost, transfers, command work or peak live storage for identical requested output.	Identify the CPU/GPU representation boundary and actual useful work removed. Check existing renderer fusions, caches, kernel fast paths and hardware gates.	Small deterministic planes/blocks or an existing real frame with one adversarial edge. Use a bounded component test if GPU integration is not already available, labeling it as such.	Change stride, crop, phase, alpha, edge neighborhood or resource generation; exercise a case where the proposed shortcut is ineligible.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
376	4	R301	proposal	R301.edit-displayed-frames-without-changing-the-prediction-history	Edit displayed frames without changing the prediction history	mux	specialty-or-prepared	3	E3	Q3	UNSCREENED	SOURCE_BODY_AVAILABLE	Complete preparation/startup/refill work, bytes and ownership; output parser acceptance alone is not the metric.	Find where bytes/timestamps actually change, are copied, or are withheld. Compare against current persistent mux/parser behavior.	Construct one bounded positive output and one invalid-edge control using the same coded samples. Keep unrelated fragment/default policies fixed.	Wrong size/offset/configuration or a non-random-access cut must fail specifically; cancellation cannot publish another generation.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
377	4	R314	proposal	R314.send-gif-dictionaries-to-the-gpu-instead-of-expanded-index-images	Send GIF dictionaries to the GPU instead of expanded index images	gpu	specialty-or-prepared	3	E3	Q3	UNSCREENED	SOURCE_BODY_AVAILABLE	Complete decode/process/present cost, transfers, command work or peak live storage for identical requested output.	Identify the CPU/GPU representation boundary and actual useful work removed. Check existing renderer fusions, caches, kernel fast paths and hardware gates.	Small deterministic planes/blocks or an existing real frame with one adversarial edge. Use a bounded component test if GPU integration is not already available, labeling it as such.	Change stride, crop, phase, alpha, edge neighborhood or resource generation; exercise a case where the proposed shortcut is ineligible.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
378	4	R317	proposal	R317.parallelize-a-true-attack-release-envelope-with-piecewise-affine-maps	Parallelize a true attack/release envelope with piecewise-affine maps	audio	specialty-or-prepared	3	E3	Q3	UNSCREENED	SOURCE_BODY_AVAILABLE	Complete specified audio operation, output sample count/phase and practical CPU/memory or repeated-query cost.	Write the exact requested signal operation, codec tool constraints, state and rounding contract. Check whether an optimized existing library already performs it.	A tiny independent numerical/bitstream oracle plus one boundary or adversarial case. Only use a matching Wasm slice when available and inexpensive.	Extrema, invalid precision, changed predictor/phase/history or a nonlinear stage must invalidate assumptions. No covert resampling/downmix/quality change.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
379	4	R336	proposal	R336.reconstruct-predictor-4-lossless-jpeg-with-two-dimensional-prefix-sums	Reconstruct predictor-4 lossless JPEG with two-dimensional prefix sums	gpu	specialty-or-prepared	3	E3	Q3	UNSCREENED	SOURCE_BODY_AVAILABLE	Complete decode/process/present cost, transfers, command work or peak live storage for identical requested output.	Identify the CPU/GPU representation boundary and actual useful work removed. Check existing renderer fusions, caches, kernel fast paths and hardware gates.	Small deterministic planes/blocks or an existing real frame with one adversarial edge. Use a bounded component test if GPU integration is not already available, labeling it as such.	Change stride, crop, phase, alpha, edge neighborhood or resource generation; exercise a case where the proposed shortcut is ineligible.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
380	4	R293	proposal	R293.seek-inside-authenticated-encrypted-media-without-decrypting-the-whole-file	Seek inside authenticated encrypted media without decrypting the whole file	source	specialty-or-prepared	3	E3	Q4	UNSCREENED	SOURCE_BODY_AVAILABLE	Total bytes and time to correct startup/target, including cold index/identity acquisition; bounded retained bytes.	Locate one real repeated read/index/validation boundary and its trusted source identity. Separate logical requests from transferred or physical-disk bytes.	Replay a short owned range/seek trace on a tiny indexed fixture, including its first cold operation, with the same source and authorization. Reuse the existing reader.	Change the source/version or corrupt an offset/proof and cancel one consumer. No stale or unverified bytes may be published.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
381	4	R225	proposal	R225.produce-dual-mono-and-silent-channel-slots-through-opus-mapping-metadata	Produce dual-mono and silent channel slots through Opus mapping metadata	route	specialty-or-prepared	2	E2	Q3	UNSCREENED	CONVERSATION_SCOPE_AVAILABLE	Correct additional admitted source/destination capability; otherwise full startup and CPU/resource cost.	Trace actual input representation, requested tracks/features, current accepted plan and the decoder boundary. Check whether this adapter or destination is already used.	Use one tiny admitted source plus one unsupported/near-boundary control through the existing destination or adapter; compare required output identity with the cheapest correct route. No broad codec port.	Alter one admission-critical configuration, remove a required dependency, or preserve video while making selected audio unsupported. Candidate must reject or use a declared fallback.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
382	5	R149	report-defined	R149.image-data-through-a-lossless-audio-decoder	Image data through a lossless audio decoder	preview	specialty-or-prepared	2	E3	Q3	UNSCREENED	SOURCE_BODY_AVAILABLE	Time to the requested exact or explicitly approximate preview, total prerequisite work and retained state.	Identify the preview operation and current service. Separate sparse previews, exact scrubbing and ordinary playback; inspect prior frame/history reuse.	One short owned source and a few target requests under equal memory budgets, with an independent full-decode/reference result.	Move backward, request a non-RAP dependency, change source or cancel a pending request; stale previews must never become current.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
383	5	R180	report-defined	R180.residual-domain-flac-mixing	residual-domain FLAC mixing	gpu	specialty-or-prepared	2	E3	Q3	UNSCREENED	SOURCE_BODY_AVAILABLE	Complete decode/process/present cost, transfers, command work or peak live storage for identical requested output.	Identify the CPU/GPU representation boundary and actual useful work removed. Check existing renderer fusions, caches, kernel fast paths and hardware gates.	Small deterministic planes/blocks or an existing real frame with one adversarial edge. Use a bounded component test if GPU integration is not already available, labeling it as such.	Change stride, crop, phase, alpha, edge neighborhood or resource generation; exercise a case where the proposed shortcut is ineligible.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
384	5	R227	proposal	R227.rotate-and-rearrange-texture-video-while-keeping-its-blocks-compressed	Rotate and rearrange texture video while keeping its blocks compressed	gpu	specialty-or-prepared	2	E3	Q3	UNSCREENED	CONVERSATION_SCOPE_AVAILABLE	Complete decode/process/present cost, transfers, command work or peak live storage for identical requested output.	Identify the CPU/GPU representation boundary and actual useful work removed. Check existing renderer fusions, caches, kernel fast paths and hardware gates.	Small deterministic planes/blocks or an existing real frame with one adversarial edge. Use a bounded component test if GPU integration is not already available, labeling it as such.	Change stride, crop, phase, alpha, edge neighborhood or resource generation; exercise a case where the proposed shortcut is ineligible.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
385	5	R236	proposal	R236.build-a-visualizer-from-vorbiss-encoded-spectral-envelope	Build a visualizer from Vorbis’s encoded spectral envelope	audio	specialty-or-prepared	2	E3	Q3	UNSCREENED	CONVERSATION_SCOPE_AVAILABLE	Complete specified audio operation, output sample count/phase and practical CPU/memory or repeated-query cost.	Write the exact requested signal operation, codec tool constraints, state and rounding contract. Check whether an optimized existing library already performs it.	A tiny independent numerical/bitstream oracle plus one boundary or adversarial case. Only use a matching Wasm slice when available and inexpensive.	Extrema, invalid precision, changed predictor/phase/history or a nonlinear stage must invalidate assumptions. No covert resampling/downmix/quality change.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
386	5	R310	proposal	R310.compile-g-711-processing-chains-into-exact-lookup-tables	Compile G.711 processing chains into exact lookup tables	audio	specialty-or-prepared	2	E3	Q3	UNSCREENED	SOURCE_BODY_AVAILABLE	Complete specified audio operation, output sample count/phase and practical CPU/memory or repeated-query cost.	Write the exact requested signal operation, codec tool constraints, state and rounding contract. Check whether an optimized existing library already performs it.	A tiny independent numerical/bitstream oracle plus one boundary or adversarial case. Only use a matching Wasm slice when available and inexpensive.	Extrema, invalid precision, changed predictor/phase/history or a nonlinear stage must invalidate assumptions. No covert resampling/downmix/quality change.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
387	5	R340	proposal	R340.edit-an-entire-flac-block-by-changing-only-its-warm-up-samples	Edit an entire FLAC block by changing only its warm-up samples	audio	specialty-or-prepared	2	E3	Q3	UNSCREENED	SOURCE_BODY_AVAILABLE	Complete specified audio operation, output sample count/phase and practical CPU/memory or repeated-query cost.	Write the exact requested signal operation, codec tool constraints, state and rounding contract. Check whether an optimized existing library already performs it.	A tiny independent numerical/bitstream oracle plus one boundary or adversarial case. Only use a matching Wasm slice when available and inexpensive.	Extrema, invalid precision, changed predictor/phase/history or a nonlinear stage must invalidate assumptions. No covert resampling/downmix/quality change.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
388	5	R345	proposal	R345.stack-png-images-by-joining-their-compressed-scanline-streams	Stack PNG images by joining their compressed scanline streams	gpu	specialty-or-prepared	2	E3	Q3	UNSCREENED	SOURCE_BODY_AVAILABLE	Complete decode/process/present cost, transfers, command work or peak live storage for identical requested output.	Identify the CPU/GPU representation boundary and actual useful work removed. Check existing renderer fusions, caches, kernel fast paths and hardware gates.	Small deterministic planes/blocks or an existing real frame with one adversarial edge. Use a bounded component test if GPU integration is not already available, labeling it as such.	Change stride, crop, phase, alpha, edge neighborhood or resource generation; exercise a case where the proposed shortcut is ineligible.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
389	5	R346	proposal	R346.turn-paeth-prediction-into-composable-byte-state-maps	Turn Paeth prediction into composable byte-state maps	gpu	specialty-or-prepared	2	E3	Q3	UNSCREENED	SOURCE_BODY_AVAILABLE	Complete decode/process/present cost, transfers, command work or peak live storage for identical requested output.	Identify the CPU/GPU representation boundary and actual useful work removed. Check existing renderer fusions, caches, kernel fast paths and hardware gates.	Small deterministic planes/blocks or an existing real frame with one adversarial edge. Use a bounded component test if GPU integration is not already available, labeling it as such.	Change stride, crop, phase, alpha, edge neighborhood or resource generation; exercise a case where the proposed shortcut is ineligible.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
390	5	R356	proposal	R356.repack-independent-stereo-flac-as-mid-side-using-parity-state-residuals	Repack independent stereo FLAC as mid-side using parity-state residuals	audio	specialty-or-prepared	2	E3	Q3	UNSCREENED	SOURCE_BODY_AVAILABLE	Complete specified audio operation, output sample count/phase and practical CPU/memory or repeated-query cost.	Write the exact requested signal operation, codec tool constraints, state and rounding contract. Check whether an optimized existing library already performs it.	A tiny independent numerical/bitstream oracle plus one boundary or adversarial case. Only use a matching Wasm slice when available and inexpensive.	Extrema, invalid precision, changed predictor/phase/history or a nonlinear stage must invalidate assumptions. No covert resampling/downmix/quality change.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
391	5	R365	proposal	R365.compute-gif-color-statistics-without-expanding-lzw-strings	Compute GIF color statistics without expanding LZW strings	gpu	specialty-or-prepared	2	E3	Q3	UNSCREENED	SOURCE_BODY_AVAILABLE	Complete decode/process/present cost, transfers, command work or peak live storage for identical requested output.	Identify the CPU/GPU representation boundary and actual useful work removed. Check existing renderer fusions, caches, kernel fast paths and hardware gates.	Small deterministic planes/blocks or an existing real frame with one adversarial edge. Use a bounded component test if GPU integration is not already available, labeling it as such.	Change stride, crop, phase, alpha, edge neighborhood or resource generation; exercise a case where the proposed shortcut is ineligible.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
392	5	R366	proposal	R366.evaluate-time-varying-audio-fades-from-cached-polynomial-moments	Evaluate time-varying audio fades from cached polynomial moments	audio	specialty-or-prepared	2	E3	Q3	UNSCREENED	SOURCE_BODY_AVAILABLE	Complete specified audio operation, output sample count/phase and practical CPU/memory or repeated-query cost.	Write the exact requested signal operation, codec tool constraints, state and rounding contract. Check whether an optimized existing library already performs it.	A tiny independent numerical/bitstream oracle plus one boundary or adversarial case. Only use a matching Wasm slice when available and inexpensive.	Extrema, invalid precision, changed predictor/phase/history or a nonlinear stage must invalidate assumptions. No covert resampling/downmix/quality change.	A new applicable workload, resolved prerequisite, better independent oracle, or materially different bounded implementation changes the recorded decision.
		R76	unresolved	R076.definition-not-recovered		source-recovery	unknown		E0		UNSCREENED_SOURCE_GATE	DEFINITION_NOT_RECOVERED	Definition and source identity recovery, not runtime performance.	One bounded, authorized recovery attempt for the missing definition; then HOLD_SOURCE and continue. Do not recreate a plausible card from its number.	Search the supplied source register and explicitly authorized local export paths; do not scan unrelated personal data or retry protected folders.	Reject a same-number report with a different mechanism.	The actual definition and source content become available.
		R77	unresolved	R077.definition-not-recovered		source-recovery	unknown		E0		UNSCREENED_SOURCE_GATE	DEFINITION_NOT_RECOVERED	Definition and source identity recovery, not runtime performance.	One bounded, authorized recovery attempt for the missing definition; then HOLD_SOURCE and continue. Do not recreate a plausible card from its number.	Search the supplied source register and explicitly authorized local export paths; do not scan unrelated personal data or retry protected folders.	Reject a same-number report with a different mechanism.	The actual definition and source content become available.
